item_id,title,description,price,image_path
599,"Dermablend Quick-Fix Full Coverage Concealer, 0.16 Oz.","Need help finding your shade? Dermablend&rsquo;s makeup shade matching experts are available to assist you at (877)-628-2412. Quick Fix Concealer is the #1 clinical concealer stick. Our ultimate full coverage concealer makeup formulated for all skin types including the most sensitive skin. Provides Broad-spectrum SPF 30 and all-day hydration. Super saturated concealer stick with high-performance pigments. The creamy texture is never cakey or mask-like. Concealer glides on smoothly to act as a blemishes and acne scar concealer, dark circles concealer and under eye concealer. Does not enhance the look of lines, wrinkles or pores. Skin feels comfortable and looks naturally flawless. Provides maximum cover for up to 16 hours of consistent smudge - and transfer-resistant color wear - when set with Dermablend Setting Powder. Product packaging may vary. Inactive ingredients: mineral oil, talc, beeswax, isopropyl palmitate, stearyl stearate, kaolin, magnesium carbonate, copernicia cerifera (carnauba) wax, allantoin, microcrystalline. Formulated without phthalates, triclosan and sodium lauryl sulfate and paraben free Product packaging may vary. *Source: The NPD Group/ U.S. Prestige Beauty Total Measured Market, Makeup Sales, January-September 2018 Dermablend is powerful makeup for all; high-performance pigments available in a wide shade range. A dermatologist created brand with high safety standards: fragrance-free, allergy-tested, sensitive skin tested, non-comedogenic. Conceals dark under eye circles, dark spots, hyperpigmentation, blemishes, scars, bruises, and more. Natural finish that is never cakey or masky. Creamy stick glides on smoothly for easy and precise application.",$26.00,images/item_000599.jpg
600,"Baxter of California Daily Protein Shampoo, 10 fl. oz.","Nutrient-enriched shampoo for men featuring a refreshing mint scent. Use with our Daily Protein Conditioner. Protein and nutrients promote hair strength, body and manageability. The gentle formula removes buildup and natural toxins like DHT, a male hormone found to be harmful to the hair's growth cycle. Thoughtfully curated collection of superior hair, skin, and shave essentials is designed to unleash what makes you, you. Baxter of California was created to defy the expected. Our thoughtfully curated collection of superior hair, skin, and shave essentials are designed to unleash what makes you, you. Youve got your own story, your own signature statement. We offer a curated collection of grooming must-haves to free your best self and fuel your next level. Our superior assortment of hair, skin and shaving essentials gets the job done in the simplest, most powerful way possible. Since 1965, our top-notch products have proven that premium doesnt have to be pretentious. Performance is everything so every formula is tried and tested at the award-winning Baxter Finley Barber + Shop in Los Angeles. Baxter of California. Write your signature. <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/7064d8de-fd07-4346-ad3c-69f71981af75.jpg._CB522064799_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/7064d8de-fd07-4346-ad3c-69f71981af75.jpg._CB522064799__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/7064d8de-fd07-4346-ad3c-69f71981af75.jpg._CB522064799_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/b258b942-ed67-4ee1-ba04-3f62161b747e.jpg._CB522064768_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/b258b942-ed67-4ee1-ba04-3f62161b747e.jpg._CB522064768__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/b258b942-ed67-4ee1-ba04-3f62161b747e.jpg._CB522064768_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f4cacf43-b78f-4fb5-a3a7-d3105a41d53e.jpg._CB522064788_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f4cacf43-b78f-4fb5-a3a7-d3105a41d53e.jpg._CB522064788__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f4cacf43-b78f-4fb5-a3a7-d3105a41d53e.jpg._CB522064788_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/3b5a0ad8-27e6-4b95-b2d7-3c6f62750016.jpg._CB522064786_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/3b5a0ad8-27e6-4b95-b2d7-3c6f62750016.jpg._CB522064786__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/3b5a0ad8-27e6-4b95-b2d7-3c6f62750016.jpg._CB522064786_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/97ec7bb3-f1cd-4c3c-a6ec-d829af974817.jpg._CB522067649_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/97ec7bb3-f1cd-4c3c-a6ec-d829af974817.jpg._CB522067649__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/97ec7bb3-f1cd-4c3c-a6ec-d829af974817.jpg._CB522067649_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/b0ed5afb-d7f4-4c80-b40e-fda70335e25d.jpg._CB522067664_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/b0ed5afb-d7f4-4c80-b40e-fda70335e25d.jpg._CB522067664__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/b0ed5afb-d7f4-4c80-b40e-fda70335e25d.jpg._CB522067664_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/ec7095c7-383b-4b28-b092-84005a982b4c.jpg._CB522067667_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/ec7095c7-383b-4b28-b092-84005a982b4c.jpg._CB522067667__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/ec7095c7-383b-4b28-b092-84005a982b4c.jpg._CB522067667_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/415ec671-232c-4242-bb16-8c5f300ee284.jpg._CB522067628_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/415ec671-232c-4242-bb16-8c5f300ee284.jpg._CB522067628__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/415ec671-232c-4242-bb16-8c5f300ee284.jpg._CB522067628_.jpg"">
                View larger
            </a>
        </div>",,images/item_000600.jpg
601,"Obagi Professional-C Eye Brightener, 0.5 fl. oz.","Improves the appearance of puffiness, crepiness, and crows feet with Vitamin C and other important ingredients, such as kinetin and zeatin  synthetic forms of plant growth factors. Soft Focus Technology creates optical diffusion, instantly blurring the appearance of fine lines and shadows. Ingredients: water (aqua), propylene glycol, PEG-12 glyceryl dimyristate, glycerin, PEG-7 glyceryl cocoate, silica, lactobacillus ferment, carbomer, phenoxyethanol, triethanolamine, betaine, ruscus aculeatus root extract, ethoxydigycol, pentylene glycol, saccharomyces cerevisiae extract, centella asiatica extract, panthenol, ethylhexyglycerin, disodium EDTA, kinetin, zeatin, calendula officinalis flower extract, hydrolyzed yeast protein, polyurethane-40, aesculus hippocastanum (horse chestnut) seed extract, ammonium glycyrrhizate, rhodiola rosea root extract, tetrahexyldecyl ascorbate, acetyl octapeptide-3, camellia sinensis leaf (green tea) extract, hydrochloric acid Experience the benefits of Vitamin C, peptides, and Kinetin and Zeatin to help minimize the appearance of skin aging. Experience the benefits of Vitamin C, peptides, and Kinetin and Zeatin to help minimize the appearance of skin aging. Experience the benefits of Vitamin C. Professional-C Peptide Complex contains key ingredients kinetin and zeatin, which can help improve the appearance of firmness, and fine lines and wrinkles. SNAP-8 (acetyl octapeptide) reduces the appearance of wrinkles. <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/fdab5d2d-78d2-4ee7-9540-13bfcee180a5._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/00471fa1-e4e1-416d-87ba-62c942328d03._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/b19374df-7396-4a22-96cf-589ba39dd533._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> One of the most common signs of skin aging. With age, your skin naturally becomes less elastic and drier, resulting in the appearance of fine lines and wrinkles. Dry skin may cause itching and flaking, and can leave your skin feeling tight and uncomfortable. Skin changes are among the most visible signs of aging, but with good skin care and smart lifestyle choices, you can help minimize the visible appearance of aging.",$92.50,images/item_000601.jpg
602,La Roche-Posay Thermal Spring Water for Sensitive Skin,"Amazon is an authorized retailer of La Roche-Posay products. La Roche-Posay Thermal Spring Water Soothing Face Mist Spray with Antioxidants is essential for soothing face and body for sensitive skin. This water mist spray helps refresh and tone the skin. Thermal Spring Water is at the heart of most La Roche-Posay products. Its unique combination of mineral salts and trace elements has been scientifically demonstrated for its soothing properties and used in Europe for centuries at the center of Thermal Dermatology in the town of La Roche-Posay. Naturally contains a high concentration of Selenium, a powerful natural antioxidant and mineral-rich micro-droplets, which provides immediate, intense soothing. This facial mist spray is: Face mist spray can be used as the last step in cleansing or first step in caring to tone and refresh skin. After a mild cleansing, spray 8 to 12 inches from face then leave on 2-3 minutes. Gently pat off excess spray without rubbing. Use as often as desired, at home, at the office, or on the go. Ingredients: Aqua/Water. Product packaging may vary. Recommended by 25,000 dermatologists worldwide, La Roche-Posay offers unique daily skincare developed using a strict formulation charter and stringent clinical testing for efficacy and safety, even on sensitive skin. <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/2e504c9d-bf5b-43ba-ba85-23d58bb6b270.jpg"">
            <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/2e504c9d-bf5b-43ba-ba85-23d58bb6b270._SL300__.jpg"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/2e504c9d-bf5b-43ba-ba85-23d58bb6b270.jpg"">
                View larger
            </a>
        </div> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/c1a6eb4b-aab7-41a8-986f-5ae504a5e511._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt=""d"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/a6e54ce9-7bad-4d8d-bfdb-0c67b0d135c2._CR0,0,300,300_PT0_SX300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> Our unique Selenium-rich Thermal Spring Water Mist Spray finds it source in the heart of France, in the town of La Roche-Posay. Since 1905, this exclusive water has been used at the La Roche-Posay Thermal Center, Europes one of the leading Center of Thermal Dermatology. Since 1975 our Thermal Spring Water is used as a key ingredient in our skin care formulas. Its natural content in rare mineral salts and trace elements provides our water its unique soothing and antioxidant skin care properties, that have been recognized by the scientific community for decades. Ideal for daily use instead of a toner. After a mild cleansing, spray 8 to 12 inches from face then leave on 2-3 minutes. Gently pat off excess spray without rubbing. Use as often as desired, at home, at the office, or on the go. La Roche-Posay Thermal Center is located in the town of La Roche-Posay, France, and has welcomed over 400,000 patients since its opening in 1905. Through the exclusive usage of La Roche-Posay Thermal Spring Water, a team led by 8 dermatologists manage various skin disorders. Internationally recognized, the Thermal Center welcomes over 7,500 patients every year, 30% of which are children., making it Europes one of the leading Center of Thermal Dermatology.",$9.99,images/item_000602.jpg
603,Vichy Mineral Infused Face Mask,"Amazon is an authorized retailer of Vichy products.<br />Discover our Vichy Double Glow Peel Facial Mask with Mineralizing Thermal Water and AHA Fruit Acids. This facial mask is a five-minute radiance booster for luminous and glowing skin. This face mask gently exfoliates through a double-peel action: the chemical action of AHA fruit acids helps remove dead cells, while the mechanical action of volcanic rock, crushed into ultra-fine powder gently exfoliates skin. Immediately after application skin is gently exfoliated to look fresher and more radiant. In 1 month, skin texture looks refined and suppler. <br />This facial mask is formulated with: Vichy Mineralizing Thermal Water: rich in 15 minerals, helps strengthen the skin's moisture barrier function to help protect skin against aggressors. AHA (Alpha-Hydroxy Acids): composed of 5 plant extracts (blueberry, sugar cane, maple sugar, orange and lemon) to gently exfoliate the skin&rsquo;s surface. Volcanic Rock Particles: to help gently exfoliate dead skin cells<br />This facial mask is:<br />&bullet; Paraben-free<br />&bullet; Allergy Tested<br />&bullet; Oil-Free<br />&bullet; Tested on sensitive skin under dermatological control for safety<br />Use this face mask alone for a more luminous skin, or combine it with other face masks to target different skin needs in different zones. Gently apply facial mask, leave on for 5 minutes and massage to exfoliate. Rinse off with water or wipe away excess with a cotton pad. Use 1-2 times a week. <br />Ingredients: Aqua, Alcoholdenat., Glycerin, Dimethicone,Hydroxyethylpiperazine Ethanesulfonic Acid, Ci 14700, Ci 19140,Carbomer, Vaccinium Myrtillus Fruitextract, Saccharum Officinarum Extract, Pumice, Sodium Hydroxide,Phenoxyethanol, Mannose, Ascorbylglucoside, Disodium Edta, Caprylylglycol, Citrus Aurantium Dulcis Fruitwater, Citrus Limon Fruit Extract,Acer Saccharum Extract, Xanthan Gum, Parfum. Code<br />Product packaging may vary. Vichy is the #1 Anti-Aging Brand in European pharmacies. Founded in France in 1931, Vichy is a dermatologically-proven brand driven by clean, safe and potent ingredients in pleasurable formulas. <img alt=""mask masking face mask facial mask"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/9e10c640-dd0a-43da-93f8-f2811ea4c25a._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""mask masking face mask facial mask"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/6f272409-6728-4d75-b013-5772d00aa483._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""mask masking face mask facial mask"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/f5f47534-1385-4109-a2fb-9811e5f590b3._CR0,0,220,220_PT0_SX220__.jpg""> <img alt=""mask masking face mask facial mask"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/7486df6b-5e8d-41c4-adce-611e5d4d907f._CR0,0,220,220_PT0_SX220__.jpg""> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/8cad6c92-6a0e-48a4-979f-d72e5b658f93._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/2754dd41-e582-4112-bb74-428a69884f63._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/9bebb8b9-1a40-49d1-a617-82a607335652._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> Vichy&#039;s core ingredient integrated in all Vichy products: - Pure: Formed by nature and impossible to reproduce scientifically. - Charged with 15 essential minerals. - Proven to help protect skin against daily aggressors. Formulated for safety and efficacy. From the one of the leading brands in European pharmacies, Vichy is trusted by millions of women around the world promising safe, effective, and beautiful formulas for strong, healthy skin.",$20.00,images/item_000603.jpg
604,"La Roche-Posay Redermic C Anti-Wrinkle Vitamin C Moisturizer with Pure Vitamin C &amp; Hyaluronic Acid for Dry Skin, 1.35 Fl. Oz.","Amazon is an authorized retailer of La Roche-Posay products. Anti wrinkle firming face moisturizer. Formulated with Fragmented Hyaluronic Acid to visibly plump skin. Non-greasy, velvety texture adapted to normal to combination skin. Use as a daily face cream to visibly reduce the look of fine line and wrinkles, and improve firm feel and uneven skin tone. Immediate blurring effect on uneven skin tone. Suitable for normal to combination skin and sensitive skin. Ingredients: Aqua / Water  Dimethicone  Isocetyl Stearate  Glycerin  Mannose  Ascorbic Acid  Caprylic/Capric Triglyceride  Butylene Glycol  Sucrose Tristearate  Potassium Hydroxide  Sodium Styrene/Ma Copolymer  Polymethylsilsesquioxane  Steareth-10  Madecassoside  Sodium Stearoyl Glutamate  Hydrogenated Lecithin  Hydrolyzed Hyaluronic Acid  Caprylyl Glycol  Tetrasodium Edta  Acetyl Dipeptide-1 Cetyl Ester  Xanthan Gum  Acrylates Copolymer  Acrylates/C10-30 Alkyl Acrylate Crosspolymer  Phenoxyethanol  Parfum / Fragrance Recommended by 25,000 dermatologists worldwide, La Roche-Posay offers unique daily skincare developed using a strict formulation charter and stringent clinical testing for efficacy and safety, even on sensitive skin. Recommended by 25,000 dermatologists worldwide, La Roche-Posay offers unique daily skincare developed using a strict formulation charter and stringent clinical testing for efficacy and safety, even on sensitive skin. Use to moisturize and visibly reduce the appearance of wrinkles. After thoroughly cleansing skin, apply to face and neck morning and/or evening. Can be used in combination with La Roche-Posay Redermic R. Apply Redermic C in the morning and Redermic R at night.",$54.99,images/item_000604.jpg
605,"La Roche-Posay Lipikar Balm AP+ Intense Repair Body Cream, 13.52 Fl. Oz.","Amazon is an authorized retailer of La Roche-Posay products. The #1 Body Care Brand in European Pharmacies* &nbsp;Lipikar Balm AP+ is &nbsp;&nbsp;a heavy duty body cream that is clinically proven to reduce dry, rough skin. This body lotion for dry skin replenishes skin's essential lipids and provides long-lasting 48-hour hydration. This body moisturizer is suitable for adults, children, and babies as young as 2 weeks for use all year round. This body cream is formulated with a high concentration of La Roche-Posay Prebiotic Thermal Water, lipid-replenishing Shea Butter, moisturizing Glycerin and Niacinamide, a form of Vitamin B3 with soothing properties. It contains no fragrance and no masking fragrance. Any perceived scent is due to the base ingredients in the formula such as Shea Butter and Bees Wax. To use, apply body cream all over the body on clean skin morning and evening. Gently massage on skin until absorbed. The texture will leave a comforting moisturizing &nbsp;after-feel. Can be used on the body and face all year round. Accepted by the National Eczema Association &nbsp; Ingredients: Aqua / Water. Butyrospermum Parkii Butter / Shea Butter. Glycerin. Dimethicone. Niacinamide. Paraffinum Liquidum / Mineral Oil. Cetearyl Alcohol. Brassica Campestris Oleifera Oil / Rapeseed Seed Oil. Ammonium Polyacryldimethyltauramide / Ammonium Polyacryloyldimethyl Taurate. Peg-100 Stearate. Glyceryl Stearate. Peg-20 Methyl Glucose Sesquistearate. Cera Microcristallina / Microcrystalline Wax. Paraffin. Sorbitan. Tristearate. Dimethiconol. Mannose. Disodium Edta. Capryloyl Glycine. Vitreoscilla Ferment. Xanthan Gum. Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. Sodium Benzoate. *Based on data provided by QuintilesIMS, Pharmatrend International in Europe. 2016 and YTD April 2017 data. Recommended by 25,000 dermatologists worldwide, La Roche-Posay offers unique daily skincare developed using a strict formulation charter and stringent clinical testing for efficacy and safety, even on sensitive skin. <img alt=""Eczema cream Eczema lotion Eczema Body Butter Body Lotion Body Cream Shea Butter Lotion for dry skin"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/3e405515-a62c-4697-ba9e-2c0d55f72ecc._SL220__.jpg""> <img alt=""Aveeno Aveeno lotion Aveeno body lotion lubriderm lubriderm lotion eucerin eucerin lotion Eczema"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/b7e1378f-1a3a-482d-9344-6a32d4ab87c2._SL220__.jpg""> <img alt=""Body cream Moisturizer Moisturizer for dry skin Body Moisturizer Eczema cream Eczema lotion Eczema"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/72966ab7-2d04-4b32-bd32-32b314847e51._SL220__.jpg""> <img alt=""Gold Bond lotion Gold bond La Roche Posay moisturizer Eczema cream Eczema lotion Eczema Body Butter"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/9109c587-3631-439f-8dca-cde29dce032f._SL220__.jpg"">",$19.99,images/item_000605.jpg
606,Sultra The Bombshell Rod Curling Iron,"Sultra's The Bombshell Curling Iron will change your hair, your beauty routine and your life. It features Advanced Care ceramic technology that generates far infrared rays that mends and defends your hair while you style with constant 380 degree F heat, smoothing the cuticle and locking in your look. The Dual-Heater system means you get even heat distribution all over the barrel with no ""cool"" spots found on most big barrel curling irons that create uneven styling. This ceramic curling iron is perfect for color-treated, dry or damaged hair. It's easy to use - just wrap, release, repeat! The Bombshell clipless curling iron curls in half the time of traditional ""clip"" irons with no clip lines. Features an internal auto shut-off safety switch, Universal Voltage, 9 foot, no-tangle swivel cord and includes a complimentary styling glove and iron pad. Sultra provides a two-year manufacturer's warranty. - Advanced Care Ceramic Technology. - Ideal for any hair type ultra fine to thick and course. - Locks in your style for long-lasting wear. - Includes complimentary Bombshell Clip-less Iron Styling Glove and Iron Pad. - Durable, lightweight construction. - Rapid heat-up and heat recovery. - Auto shut-off safety feature. - 9-foot, no-tangle swivel cord. - Two-year warranty. <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/fd936765-a53a-406b-9943-52b9dd2f3335.jpg._CB274417691__SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/79fc98a0-001d-4f21-8a74-57ed1b498886.jpg._CB274070196__SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/cd46d03f-733c-4e90-853a-c09cc067c5d7.png._CB293696815__SL300__.png"" class=""a-spacing-mini"">
    


                            <br/> Section hair into two sections. Starting at the base of your neck take a 1 section of hair and Wrap it around the barrel of the Bombshell. Hold for 8 seconds. Release hair from around the barrel of the Bombshell and slowly pull the iron out. Allow curled hair to cool completely in the palm of your hand before releasing. Repeat steps throughout remaining sections of hair until the look is complete. Don&#039;t just &#039;do&#039; your hair; embrace your inner beauty fiend and say hello to endless styling possibilities. Sultra has the quality you deserve to easily and quickly create the long-lasting and unique styles you crave, without risking excessive heat damage. Ours are the most technologically advanced and fashion-forward heat-styling tools available on the market today - designed to save you time and keep hair happy.",$130.00,images/item_000606.jpg
607,"jane iredale In Touch Cream Blush, 0.14 oz.","Cream to powder blush. Can be applied under or over minerals for a natural or more dramatic look. Great for on-the-go touch-ups. Easy to apply stick form. Provides a radiant, lit-from-within glow. jane iredale is a comprehensive line of mineral makeup developed to enhance the lives of women by delivering personal, natural beauty to lift her health and spirit.",$28.00,images/item_000607.jpg
608,"Obliphica Professional Seaberry Curl Control Cream, 10 fl. oz.","Defining cream hydrates & enhances curl shape to unmanageable, dry and rebellious, loose or tight, curly or wavy hair structures. Creates disciplined, frizz free, flexible, soft touchable curls with natural bounce and shine. Our philosophy is simple, a woman shouldnt feel like she is battling her hair everyday! Obliphica Professional is the ultimate arsenal to provide women with solutions to achieve and maintain healthy hair. Experience the transformative results of Se<span class=""a-text-italic"">aberry Oil</span> <img alt=""Omega"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/cf6bd2ca-f7e9-40da-b34d-273c7d78e410._CR0,0,300,300_PT0_SX300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt=""Vitamins"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/f9477a45-0689-4d93-bded-480d0854bcea._CR0,0,300,300_PT0_SX300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt=""Aminos"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/a3728363-1dc4-4f86-af6b-7d90bfe27c19._CR0,0,300,300_PT0_SX300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <span class=""a-text-bold"">Omegas 3, 6, 7, 9:</span> Potent anti-agers nourish and hydrate the scalp at the cellular level for stronger, healthier, lustrous hair. <span class=""a-text-bold"">Omega 3:</span> Calms and soothes the scalp. <span class=""a-text-bold"">Omegas 6 and 9:</span> Improve elasticity, softness and shine. <span class=""a-text-bold"">Omega 7:</span> Incredibly rare and powerful, Omega 7 nourishes and hydrates the hair and scalp and helps it retain moisture. It also protects against chemical, mechanical and environmental stress and damage, and restore the hairs natural resiliency. <span class=""a-text-bold"">14 Essential Vitamins and Antioxidants:</span> Intensely super-charged with Vitamins A, C, E, B1, B2, D, K and P to revive the hairs vitality. The Seaberry has 5 times more Vitamin C than an orange, 3 times more Vitamin A than carrots and as much Vitamin E as wheat germ. <span class=""a-text-bold"">Superoxide Dismutase:</span> One of the most important free radical enzyme for preventing damage naturally nourishes, repairs and protects the hair and scalp. Its powerful anti-aging properties help promote hair growth, while helping to reduce hair loss. <span class=""a-text-bold"">Lysine and Serine:</span> An amino acid that serves as a building block for keratin, Lysine is essential for promoting hair growth, strengthening the hair, repairing damage and keeping the follicle functioning properly. Serine provides anti-static and conditioning benefits, leaving the hair smooth and soft to the touch. <span class=""a-text-bold"">Phytosterols:</span> These super-hydrators condition, leaving the hair supple, for total control of static and flyaways. Advanced haircare. Transformative results for hair and scalp.",$28.00,images/item_000608.jpg
609,L'Occitane Luxurious Divine Star,"Its silky texture melts deliciously into the skin, giving a sensation of supreme comfort. Our most innovative moisturizer acts from the heart of cells to help maintain skins youthful appearance of the epidermis. By L'Occitane",$110.00,images/item_000609.jpg
